month,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1979-03,San Francisco,37.774929,-122.419415,53.60181451612903,,49.263427419354834,52.28271505376344,52.40525537634409,54.8175,1016.7674731182796,,,85.60887096774194,7.490362903225806,237.85752688172042,,0.6866972477064219,,,,63.95967741935484,501,Rain,moderate rain,10d
1979-03,South Lake Tahoe,38.939926,-119.977187,32.640333778371165,9096.688741721855,26.486248331108147,30.169839786381843,30.645407209612817,34.71084112149533,1016.7489986648865,,,78.0694259012016,3.727930574098798,162.46061415220294,26.36285714285714,0.32,,0.8304132231404959,,63.61815754339119,620,Snow,light shower snow,13d
1979-04,Eureka,40.802071,-124.163673,51.037004160887655,9366.666666666666,46.40894590846047,49.12742024965326,49.22669902912621,52.95227461858529,1018.9042995839112,,,84.49791955617198,8.156061026352289,225.03051317614424,,0.5460512820512821,,,,66.3869625520111,802,Clouds,scattered clouds,03d
1979-04,Fresno,36.737798,-119.78712499999999,61.81205555555555,10000.0,46.26868055555555,60.511472222222224,60.47875,63.12227777777778,1015.6861111111111,,,59.731944444444444,7.029972222222222,269.85833333333335,30.304,0.33352941176470585,,,,26.08888888888889,801,Clouds,few clouds,02d
1979-04,Los Angeles,34.054908,-118.24264299999999,63.44056944444444,,53.28783333333333,62.88752777777778,60.79983333333333,65.52183333333333,1014.2625,,,72.04305555555555,4.283388888888889,177.13472222222222,,0.136,,,,28.14027777777778,804,Clouds,overcast clouds,04d
1979-04,Palm Springs,33.830296,-116.545292,67.45803324099722,9931.623931623932,43.85337950138504,66.05029085872576,64.76069252077562,70.91537396121883,1012.3947368421053,,,48.30332409972299,6.246038781163436,239.4972299168975,29.953636363636363,0.13,,,,24.042936288088644,803,Clouds,broken clouds,04d
1979-04,Riverside,33.980601,-117.37549400000002,59.655166666666666,,49.478375,58.84590277777778,58.02354166666666,61.179833333333335,1014.1180555555555,,,71.95555555555555,3.175388888888889,175.70416666666668,,0.1708695652173913,,,,32.06388888888889,804,Clouds,overcast clouds,04d
1979-04,San Francisco,37.774929,-122.419415,55.815736111111114,,50.123638888888884,54.517472222222224,54.57591666666667,57.12199999999999,1017.7472222222223,,,81.78055555555555,10.515152777777777,267.25416666666666,,0.3071111111111111,,,,47.393055555555556,800,Clear,sky is clear,01d
1979-04,South Lake Tahoe,38.939926,-119.977187,36.916272108843536,9526.530612244898,28.031414965986396,34.01903401360544,35.15865306122449,38.62046258503401,1016.4122448979592,,,71.28163265306122,4.932068027210884,194.67619047619047,24.306842105263158,0.35352941176470587,,0.39985915492957746,,54.80408163265306,801,Clouds,few clouds,02d
1979-05,Eureka,40.802071,-124.163673,54.37793010752688,9660.176991150442,50.291801075268815,53.32572580645161,51.72061827956989,57.23125,1016.9247311827957,,,86.40053763440861,10.63768817204301,267.8373655913978,,0.9585849056603774,,,,51.37903225806452,804,Clouds,overcast clouds,04d
1979-05,Fresno,36.737798,-119.787125,72.99826612903226,10000.0,50.11693548387097,71.79385752688172,71.50326612903226,74.36627688172044,1011.6155913978495,,,48.299731182795696,6.2911559139784945,258.5846774193548,31.898000000000003,0.12400000000000003,,,,17.188172043010752,801,Clouds,few clouds,02d
1979-05,Los Angeles,34.054908,-118.242643,68.13599462365592,,55.46047043010752,67.74174731182796,65.01754032258064,70.72018817204301,1012.763440860215,,,68.27956989247312,4.772567204301075,187.70698924731184,,0.12222222222222223,,,,32.736559139784944,801,Clouds,few clouds,02d
1979-05,Palm Springs,33.830296,-116.54529199999999,73.86569892473119,10000.0,47.879099462365595,72.38069892473118,71.22326612903225,77.14866935483872,1010.741935483871,,,46.01747311827957,6.528682795698925,228.36962365591398,30.99625,0.24875,,,,24.495967741935484,801,Clouds,few clouds,02d
1979-05,Riverside,33.980601,-117.375494,64.04064516129031,,51.705080645161296,63.28514784946237,62.516801075268816,65.50301075268817,1012.5846774193549,,,68.32123655913979,3.6260752688172047,204.9220430107527,,0.22518518518518518,,,,33.336021505376344,803,Clouds,broken clouds,04d
1979-05,San Francisco,37.774929,-122.419415,60.65728494623656,,54.16094086021505,60.125927419354845,59.28383064516129,62.011142473118284,1014.2674731182796,,,80.6747311827957,9.241129032258064,266.1626344086022,,0.43478260869565216,,,,38.88575268817204,800,Clear,sky is clear,01d
1979-05,South Lake Tahoe,38.939926,-119.97718700000001,46.80066137566138,9056.880733944954,33.62550264550265,44.324947089947095,45.350661375661375,48.28970899470899,1014.6455026455027,,,63.616402116402114,4.998558201058201,176.9616402116402,29.35030303030303,0.3427586206896552,,0.5837931034482758,,31.206349206349206,803,Clouds,broken clouds,04d
1979-06,Eureka,40.802071,-124.163673,55.94877777777778,8903.57142857143,52.11526388888888,55.30172222222222,52.86958333333333,59.496750000000006,1018.8805555555556,,,87.42361111111111,9.060333333333332,282.6736111111111,,0.23117647058823532,,,,48.92638888888889,801,Clouds,few clouds,02d
1979-06,Fresno,36.737798,-119.787125,78.40263522884882,9983.739837398374,49.31871012482663,76.9657975034674,77.10797503467406,79.61507628294036,1012.259361997226,,,39.06518723994452,6.748599167822468,267.8280166435506,25.203333333333333,,,,,9.524271844660195,800,Clear,sky is clear,01d
1979-06,Los Angeles,34.054908,-118.24264299999999,76.54801388888889,,59.691402777777775,76.72081944444444,72.78308333333334,79.57652777777777,1012.6319444444445,,,61.37916666666667,4.484624999999999,179.3486111111111,,,,,,21.163888888888888,800,Clear,sky is clear,01d
1979-06,Palm Springs,33.830296,-116.54529200000002,84.438,10000.0,48.78830555555556,82.60727777777778,81.94256944444444,87.66406944444444,1011.1152777777778,,,34.209722222222226,5.892652777777778,227.22083333333333,37.22714285714285,0.38,,,,13.713888888888889,800,Clear,sky is clear,01d
1979-06,Riverside,33.980601,-117.37549400000002,73.49298611111111,,54.31265277777778,72.78945833333334,72.05541666666667,74.89976388888888,1012.6055555555556,,,56.602777777777774,3.4186944444444447,196.9,,0.19,,,,17.893055555555556,800,Clear,sky is clear,01d
1979-06,San Francisco,37.774929,-122.419415,63.234236111111116,,55.303736111111114,62.87213888888889,61.71019444444444,64.75568055555556,1015.5208333333334,,,77.59583333333333,10.628805555555555,269.3597222222222,,,,,,30.691666666666666,800,Clear,sky is clear,01d
1979-06,South Lake Tahoe,38.939926,-119.977187,56.64134349030471,10000.0,32.60516620498615,54.70753462603878,55.26819944598338,57.94702216066482,1015.9930747922438,,,45.06094182825485,5.036634349030471,203.84626038781164,26.39578947368421,0.25538461538461543,,0.14500000000000002,,15.002770083102494,800,Clear,sky is clear,01d
1979-07,Eureka,40.802071,-124.163673,58.95655913978494,8250.0,55.63521505376344,58.73858870967742,55.657916666666665,62.75598118279569,1016.2096774193549,,,89.06854838709677,7.858185483870967,278.78225806451616,,0.7276470588235293,,,,45.961021505376344,803,Clouds,broken clouds,04d
1979-07,Fresno,36.737798,-119.787125,80.89975806451612,9880.975609756097,55.48114247311828,80.5180376344086,79.98770161290322,81.86905913978495,1011.0389784946236,,,44.189516129032256,5.8241129032258065,268.8306451612903,24.05,,,,,12.475806451612904,800,Clear,sky is clear,01d
1979-07,Los Angeles,34.054908,-118.242643,79.25647849462365,,65.45302419354839,81.11448924731182,74.70442204301075,82.70725806451613,1012.125,,,65.29301075268818,4.351263440860215,193.44758064516128,,,,,,16.97983870967742,800,Clear,sky is clear,01d
1979-07,Palm Springs,33.830296,-116.54529199999999,88.02673387096775,10000.0,55.36688172043011,87.26259408602151,85.43540322580645,91.51104838709678,1010.6263440860215,,,37.528225806451616,4.792083333333333,229.60752688172042,28.63,0.741,,,,11.274193548387096,800,Clear,sky is clear,01d
1979-07,Riverside,33.980601,-117.375494,76.6946505376344,,60.50959677419355,76.87889784946236,75.12970430107526,78.20177419354839,1012.0752688172043,,,60.458333333333336,3.0921102150537636,220.38172043010752,,0.81875,,,,12.548387096774194,800,Clear,sky is clear,01d
1979-07,San Francisco,37.774929,-122.419415,64.17646505376344,,58.81038978494624,64.27034946236559,62.84751344086022,65.47930107526882,1014.1975806451613,,,83.66935483870968,8.32600806451613,260.6975806451613,,,,,,49.40456989247312,800,Clear,sky is clear,01d
1979-07,South Lake Tahoe,38.939926,-119.977187,62.743625498007965,8912.0,41.404236387782205,61.37001328021249,61.252709163346616,64.15298804780876,1015.1540504648075,,,52.21646746347942,4.09871181938911,214.02257636122178,25.15636363636364,0.7425531914893617,,,,22.83798140770252,800,Clear,sky is clear,01d
1979-08,Eureka,40.802071,-124.163673,59.523467741935484,9125.42372881356,56.349986559139786,59.38595430107527,57.00727150537635,62.28654569892473,1015.7862903225806,,,89.5725806451613,6.767258064516129,265.877688172043,,0.199375,,,,50.418010752688176,701,Mist,mist,50d
1979-08,Fresno,36.737798,-119.787125,78.81755376344087,10000.0,55.765040322580646,78.29650537634409,78.01470430107527,79.6834811827957,1010.7204301075269,,,47.39381720430107,5.779798387096775,284.2486559139785,,,,,,16.885752688172044,800,Clear,sky is clear,01d
1979-08,Los Angeles,34.054908,-118.242643,78.67065860215054,,65.87817204301075,80.2240188172043,74.80576612903225,81.49102150537634,1011.5618279569892,,,67.35887096774194,4.082123655913978,187.9959677419355,,,,,,23.16532258064516,800,Clear,sky is clear,01d
1979-08,Palm Springs,33.830296,-116.54529199999999,85.76508064516129,10000.0,58.0124059139785,85.47033602150537,83.13534946236558,89.09051075268816,1010.3736559139785,,,43.204301075268816,5.037190860215054,225.8736559139785,36.69,1.11625,,,,19.661290322580644,800,Clear,sky is clear,01d
1979-08,Riverside,33.980601,-117.375494,75.75466397849462,,60.79439516129032,75.94493279569892,74.34123655913979,77.12022849462365,1011.6290322580645,,,62.513440860215056,2.96635752688172,215.08467741935485,,0.2,,,,22.116935483870968,800,Clear,sky is clear,01d
1979-08,San Francisco,37.774929,-122.419415,64.52638440860214,,59.57163978494624,64.65604838709677,63.307956989247316,65.79165322580644,1013.6370967741935,,,84.54032258064517,9.681895161290322,267.4206989247312,,,,,,41.95161290322581,801,Clouds,few clouds,02d
1979-08,South Lake Tahoe,38.939926,-119.977187,60.57239247311828,10000.0,41.2876747311828,59.10745967741935,59.082419354838706,62.01840053763441,1014.0040322580645,,,54.76747311827957,4.498252688172043,217.44892473118279,22.668333333333333,0.48277777777777775,,,,28.09005376344086,800,Clear,sky is clear,01d
1979-09,Eureka,40.802071,-124.163673,62.430819444444445,9350.980392156862,58.425069444444446,62.48751388888889,59.97145833333333,65.09020833333332,1014.0972222222222,,,87.38472222222222,7.197111111111111,218.66666666666666,,0.32959183673469383,,,,40.265277777777776,801,Clouds,few clouds,02d
1979-09,Fresno,36.737798,-119.78712499999999,77.97856944444445,9971.42857142857,53.52359722222222,77.13997222222223,77.05202777777778,78.91180555555556,1010.0180555555555,,,44.80694444444445,4.8114027777777775,259.76666666666665,,,,,,5.631944444444445,800,Clear,sky is clear,01d
1979-09,Los Angeles,34.054908,-118.24264299999999,82.42481944444445,,64.66269444444444,84.09808333333334,78.43679166666666,85.45263888888888,1009.5027777777777,,,58.894444444444446,3.694986111111111,180.69166666666666,,,,,,12.0125,800,Clear,sky is clear,01d
1979-09,Palm Springs,33.830296,-116.54529200000002,87.42404166666667,10000.0,53.75011111111111,86.08283333333333,84.7215,91.47295833333334,1009.5986111111112,,,34.62361111111111,4.296486111111111,223.71944444444443,25.725,0.735,,,,11.922222222222222,800,Clear,sky is clear,01d
1979-09,Riverside,33.980601,-117.37549400000002,79.38325,,58.750666666666675,79.15056944444444,77.98144444444445,80.78672222222222,1009.8625,,,53.236111111111114,2.764597222222222,178.74166666666667,,0.126,,,,10.140277777777778,800,Clear,sky is clear,01d
1979-09,San Francisco,37.774929,-122.419415,67.05548611111111,,60.86161111111111,67.42943055555556,65.7448888888889,68.38615277777778,1012.4513888888889,,,81.9375,7.404152777777777,262.6069444444444,,,,,,31.918055555555554,800,Clear,sky is clear,01d
1979-09,South Lake Tahoe,38.939926,-119.97718700000001,60.556805555555556,10000.0,38.45602777777778,58.97566666666667,58.81380555555556,62.16497222222222,1014.4666666666667,,,50.36388888888889,3.916347222222222,194.64444444444445,23.923529411764704,0.324,,,,6.018055555555556,800,Clear,sky is clear,01d
1979-10,Eureka,40.802071,-124.16367299999999,57.46662198391421,7777.777777777777,54.05155495978552,57.066474530831094,55.54564343163539,59.70201072386059,1015.8042895442359,,,88.67560321715818,7.50142091152815,204.94235924932977,,0.9347674418604651,,,,64.15549597855228,800,Clear,sky is clear,01d
1979-10,Fresno,36.737798,-119.787125,67.60860215053764,9893.75,51.43366935483871,66.80627688172044,66.65677419354839,68.53861559139786,1014.3172043010753,,,58.51075268817204,4.832876344086022,240.63575268817203,24.083333333333332,1.2433333333333334,,,,33.27284946236559,803,Clouds,broken clouds,04d
1979-10,Los Angeles,34.054908,-118.242643,70.63451612903226,,58.966706989247314,70.74399193548388,67.83122311827957,72.83334677419356,1013.9180107526881,,,69.74193548387096,3.8318010752688174,182.52956989247312,,0.45,,,,41.62768817204301,800,Clear,sky is clear,01d
1979-10,Palm Springs,33.830296,-116.54529199999999,74.59748655913978,10000.0,48.803655913978496,73.26569892473118,71.69092741935484,78.52288978494623,1012.7567204301075,,,45.26478494623656,5.147083333333333,235.31451612903226,31.46,0.71,,,,32.51075268817204,800,Clear,sky is clear,01d
1979-10,Riverside,33.980601,-117.375494,66.75419354838711,,54.62583333333334,66.32549731182796,65.26358870967742,68.19529569892474,1014.0443548387096,,,68.47715053763442,2.8150537634408606,179.28763440860214,,0.539,,,,43.89650537634409,800,Clear,sky is clear,01d
1979-10,San Francisco,37.774929,-122.419415,61.648467741935484,,56.960067204301076,61.511196236559144,60.314032258064515,62.909892473118276,1015.8844086021505,,,85.12231182795699,8.21157258064516,252.0483870967742,,0.7698529411764706,,,,46.450268817204304,800,Clear,sky is clear,01d
1979-10,South Lake Tahoe,38.939926,-119.977187,48.091833773087075,8608.849557522124,35.09193931398417,45.56984168865436,46.28786279683377,49.839749340369394,1015.895778364116,,,65.02902374670185,4.785303430079156,185.52770448548813,34.295,0.8400000000000001,,0.6050000000000001,,47.221635883905016,802,Clouds,scattered clouds,03d
1979-11,Eureka,40.802071,-124.163673,52.94095833333333,9565.95744680851,47.90302777777778,51.51906944444445,51.315444444444445,54.641958333333335,1018.7138888888888,,,83.60555555555555,7.550902777777777,169.94444444444446,,1.0122821576763485,,,,70.42777777777778,801,Clouds,few clouds,02d
1979-11,Fresno,36.737798,-119.787125,54.690027100271,8152.0,44.85646341463415,53.421951219512195,53.63838753387534,55.68460704607046,1018.7791327913279,,,71.78319783197831,3.859457994579946,191.77371273712737,26.4,1.0205,,,,49.53929539295393,800,Clear,sky is clear,01d
1979-11,Los Angeles,34.054908,-118.24264299999999,62.09572222222222,,45.69447222222222,60.88245833333334,59.82686111111111,64.03318055555556,1016.9194444444445,,,59.772222222222226,3.790361111111111,134.025,,1.0345,,,,35.24166666666667,800,Clear,sky is clear,01d
1979-11,Palm Springs,33.830296,-116.54529200000002,61.56715277777778,10000.0,32.63973611111111,59.53156944444445,58.544694444444445,66.12523611111111,1017.0194444444444,,,39.25,3.933222222222222,222.09027777777777,,0.3157142857142857,,,,29.406944444444445,800,Clear,sky is clear,01d
1979-11,Riverside,33.980601,-117.37549400000002,57.212069444444445,,40.80620833333334,55.68069444444444,55.50844444444445,58.94829166666666,1017.15,,,58.854166666666664,3.264222222222222,123.97083333333333,,0.3793478260869565,,,,38.61666666666667,800,Clear,sky is clear,01d
1979-11,San Francisco,37.774929,-122.419415,53.87587499999999,,48.82072222222222,52.630972222222226,52.30186111111111,55.40147222222222,1019.1638888888889,,,83.77638888888889,6.728722222222222,191.45555555555555,,0.7838053097345133,,,,61.231944444444444,800,Clear,sky is clear,01d
1979-11,South Lake Tahoe,38.939926,-119.977187,33.773668478260866,9206.015037593985,25.673627717391305,30.698804347826087,31.659701086956524,35.95385869565217,1019.6535326086956,,,73.52309782608695,4.488600543478261,164.20923913043478,27.15264705882353,0.7728395061728395,,0.6205769230769231,,66.78125,801,Clouds,few clouds,02d
1979-12,Eureka,40.802071,-124.163673,51.475913978494624,9194.520547945205,44.95443548387097,49.20174731182796,49.82827956989247,53.139986559139786,1018.5456989247311,,,79.28360215053763,10.839422043010753,160.74193548387098,,1.1772916666666666,,,,64.71370967741936,802,Clouds,scattered clouds,03d
1979-12,Fresno,36.737798,-119.787125,50.1368372703412,6135.4838709677415,40.770853018372705,48.48484251968504,49.05556430446194,51.2403937007874,1019.6089238845144,,,72.84645669291339,3.8991207349081365,167.91338582677164,30.646666666666665,0.7022972972972973,,,,42.02230971128609,721,Haze,haze,50d
1979-12,Los Angeles,34.054908,-118.242643,59.951061827956984,,38.20892473118279,58.064220430107525,57.52068548387097,61.97693548387096,1018.1720430107526,,,50.034946236559136,4.037540322580645,116.15456989247312,,0.4063636363636363,,,,35.75672043010753,800,Clear,sky is clear,01d
1979-12,Palm Springs,33.830296,-116.54529199999999,58.95915322580645,10000.0,29.88592741935484,56.51467741935484,55.293669354838705,64.13701612903226,1018.8077956989247,,,38.299731182795696,3.6781182795698926,223.6209677419355,28.63,0.4011111111111111,,,,33.909946236559136,800,Clear,sky is clear,01d
1979-12,Riverside,33.980601,-117.375494,54.94934139784946,,34.259946236559145,53.054771505376344,53.32215053763441,56.57385752688172,1018.4623655913979,,,50.31720430107527,3.108051075268817,112.04166666666667,,0.41081632653061223,,,,37.818548387096776,800,Clear,sky is clear,01d
1979-12,San Francisco,37.774929,-122.419415,50.82934139784946,,45.51422043010753,48.90411290322581,49.121545698924734,52.545672043010754,1019.2217741935484,,,82.95295698924731,7.29861559139785,162.7258064516129,,1.0115037593984963,,,,55.18010752688172,801,Clouds,few clouds,02d
1979-12,South Lake Tahoe,38.939926,-119.977187,30.96230974632844,8436.09022556391,22.782349799732977,27.459238985313753,28.410320427236318,33.749385847797065,1020.83044058745,,,72.173564753004,4.414672897196262,168.41655540720961,26.314666666666664,0.6988,,1.2494444444444444,,54.36181575433912,800,Clear,sky is clear,01d
1980-01,Eureka,40.802071,-124.16367299999999,48.89085790884719,8589.690721649484,42.894852546916894,46.17211796246649,47.28626005361931,50.6007908847185,1015.2788203753352,,,80.28954423592494,9.425603217158177,194.14343163538874,,1.1444508670520233,,,,68.06434316353888,500,Rain,light rain,10d
1980-01,Fresno,36.737798,-119.787125,49.66474937343359,5693.023255813953,45.55853383458646,48.38453634085213,48.71620300751879,50.608245614035084,1016.0701754385965,,,86.36466165413533,4.883508771929825,169.81829573934837,25.28,1.0214754098360657,,,,70.10275689223057,520,Rain,light intensity shower rain,09d
1980-01,Los Angeles,34.054908,-118.242643,59.00565860215054,,50.69633064516129,58.24987903225807,57.01787634408603,60.562768817204294,1015.2688172043011,,,76.29704301075269,4.109865591397849,149.44086021505376,,0.859030303030303,,,,65.84543010752688,803,Clouds,broken clouds,04d
1980-01,Palm Springs,33.830296,-116.545292,58.032283044058744,9646.753246753247,45.327396528704945,56.90178905206943,55.09499332443258,62.81260347129506,1014.6902536715621,,,66.92389853137517,4.802096128170895,225.27770360480642,28.635,0.7042105263157894,,,,63.55941255006675,804,Clouds,overcast clouds,04d
1980-01,Riverside,33.980601,-117.375494,55.058077956989244,,46.801814516129035,54.06364247311828,53.022486559139786,57.18138440860215,1015.483870967742,,,76.23655913978494,3.220322580645161,155.15456989247312,,0.7303322259136213,,,,68.81854838709677,804,Clouds,overcast clouds,04d
1980-01,San Francisco,37.774929,-122.419415,50.32834677419355,,45.22813172043011,48.39002688172043,48.974932795698926,51.64423387096774,1015.5940860215054,,,83.44623655913979,7.661680107526882,182.2768817204301,,0.9380985915492959,,,,69.57930107526882,804,Clouds,overcast clouds,04d
1980-01,South Lake Tahoe,38.939926,-119.977187,28.713845144356956,8085.308056872038,23.987939632545935,23.174816272965877,26.187047244094487,31.717440944881886,1015.0761154855643,,,81.5498687664042,6.663333333333333,177.69291338582678,33.3969014084507,1.7870000000000001,,0.6186075949367088,,69.50656167979002,741,Fog,fog,50d
1980-02,Eureka,40.802071,-124.16367300000002,52.40931133428982,8961.728395061727,47.54899569583932,50.96045911047346,50.88307030129125,54.14365853658536,1013.3142037302727,,,83.93113342898135,9.617919655667144,169.20373027259686,,0.9701976284584981,,,,82.59827833572453,500,Rain,light rain,10d
1980-02,Fresno,36.737798,-119.787125,53.31867219917012,7768.320610687023,47.141632088520055,52.176500691562936,52.27887966804979,54.39120331950207,1015.4633471645919,,,80.90594744121715,5.846210235131397,165.90318118948824,22.82,0.9498324022346369,,,,63.63900414937759,803,Clouds,broken clouds,04d
1980-02,Los Angeles,34.054908,-118.242643,61.466522988505744,,53.13139367816092,60.938663793103444,59.42501436781609,63.09994252873563,1015.3735632183908,,,76.10201149425288,4.808103448275862,152.57902298850576,,1.6687804878048782,,,,60.34051724137931,804,Clouds,overcast clouds,04d
1980-02,Palm Springs,33.830296,-116.545292,60.72102710413695,9722.727272727272,46.12740370898716,59.528288159771755,57.526333808844505,65.93353780313838,1015.4522111269615,,,62.15549215406562,4.389900142653352,217.1740370898716,26.35,0.9219847328244275,,,,52.671897289586305,803,Clouds,broken clouds,04d
1980-02,Riverside,33.980601,-117.37549399999999,57.653146551724134,,48.09933908045977,56.760474137931034,55.80051724137932,59.55665229885057,1015.6436781609195,,,73.01580459770115,3.300718390804598,135.18247126436782,,2.0969060773480663,,,,59.435344827586206,804,Clouds,overcast clouds,04d
1980-02,San Francisco,37.774929,-122.419415,54.09468390804598,,49.63988505747127,53.185488505747124,52.86995689655172,55.294080459770115,1014.8448275862069,,,85.4367816091954,8.293678160919539,185.2772988505747,,0.9811827956989247,,,,79.02011494252874,804,Clouds,overcast clouds,04d
1980-02,South Lake Tahoe,38.939926,-119.977187,31.829467787114847,7740.119760479042,25.900196078431375,27.676820728291318,29.504215686274506,34.25656862745098,1014.953781512605,,,78.54201680672269,5.658837535014006,187.11624649859945,27.70660714285714,1.0441666666666667,,0.8445810055865922,,79.13865546218487,804,Clouds,overcast clouds,04d
